geometry,coordinates,OBJECTID,CARTONAME,SUBDIVISION,Shape_Length
LineString,"-78.70177288754907,35.61410697773897,-78.70216175279839,35.61403280537496,-78.70393242616223,35.61371319068446,-78.70444399317313,35.613619460214366,-78.70514276596604,35.61349435000451",1418,LORENA LYNN CT,,1026.109646775373
LineString,"-78.69517343734383,35.608190988410755,-78.69529884333276,35.608042839528096,-78.69531997641778,35.60801463197555,-78.69533760232865,35.60798712953374,-78.69535082963753,35.6079646251154,-78.69536450882121,35.60793818633908,-78.69537599945524,35.60791138512436,-78.69538440926665,35.60788815202061,-78.69538975524377,35.6078645542864,-78.69539510548891,35.607839526049176,-78.6953987107675,35.60781270507214,-78.69540011541551,35.607788739607095,-78.69540020950393,35.60776369819831,-78.69539811664497,35.60773757774826,-78.6953938457679,35.60770858991226,-78.6953865290297,35.60767387058713,-78.69535400483669,35.60755204491176,-78.69533283696356,35.607471475678665,-78.69532205656748,35.60743207303308,-78.6953128597858,35.607392459823465,-78.69530713629722,35.607361441103755,-78.69530143322226,35.60732469857795,-78.69529748472306,35.60728748271039,-78.69529469862442,35.60725170207237,-78.69529369332379,35.607218161356826,-78.69529366036542,35.60718787260656,-78.69529573071819,35.60716182207829,-78.69529909058295,35.60714185649292,-78.69530428502645,35.60711951131661,-78.69531167603753,35.607095679837315,-78.69531960537716,35.60707369215773,-78.69532936852329,35.60705041016382,-78.69533966215504,35.60703105867859,-78.69535628055347,35.60699961821223,-78.69537686127597,35.60696294155504,-78.69540683946511,35.60691245653799,-78.69558664541502,35.606625282662286",1419,LOST ACORN WAY,,609.7339499508382
LineString,"-78.83174481233061,35.607999404721106,-78.83189730250449,35.60760933112035,-78.83196990650653,35.60739579895073,-78.8319930417463,35.60730835355862,-78.83200109438349,35.60721217175871,-78.8320057641445,35.60710258248516,-78.83199764559977,35.606981307918005,-78.83198219379243,35.60685944361538,-78.8319434093958,35.606628529101805,-78.83185171414154,35.60607950952673,-78.83184645822485,35.60604803826299,-78.83183494394531,35.60591976775442,-78.83182354498835,35.60573698660846,-78.83181612640662,35.605528562744524,-78.83181849479497,35.60520732062668,-78.83181363522878,35.604631020391054,-78.8318135728646,35.604430708357675,-78.8318118081736,35.604359863674475,-78.83180772346512,35.6043140159021,-78.83180185348748,35.60426523883708,-78.83177558636046,35.60417403834713,-78.83175080754319,35.604087949903935,-78.83172046018026,35.60401317613739,-78.83167627254953,35.60392705900105,-78.83161545335237,35.60383865541155,-78.83153800654517,35.60374343404795,-78.83144392580384,35.6036481904688,-78.83111934156335,35.603371120530866,-78.8310453343979,35.60330794633024,-78.83096508429738,35.603228573485424,-78.83090145498966,35.60315828270697,-78.8308461538997,35.60308347308302,-78.8307964062882,35.60300414256517,-78.83075222018522,35.602918026872004,-78.83062250008196,35.602627975337406,-78.83044593445607,35.60219745461435,-78.83039625157654,35.60208868270061,-78.83034928333582,35.60200709245663,-78.83029675017305,35.60193455162174,-78.83023037259396,35.60185293242541,-78.83013627549902,35.60176674675865,-78.83005045549903,35.60170095218922,-78.82995630177777,35.60164194060187,-78.82975341425862,35.60153320006429,-78.82967102836179,35.60148528375923,-78.82960458880058,35.601433105430715,-78.82952986052179,35.60136732603516,-78.82946964149971,35.60130047175625,-78.82939987088803,35.601208621923874,-78.82934461431019,35.6011134302302,-78.8293143025485,35.60102280394335,-78.82928679522259,35.600918592178104,-78.82909991999712,35.59978485060134,-78.82909825162481,35.599774725604206,-78.82903746619715,35.59930568731161,-78.82902068295905,35.59919624440756,-78.8290102503371,35.59910244240455,-78.82900194227608,35.59900864158438,-78.82899899703864,35.598892271994075,-78.82899915455158,35.59881758902416,-78.8290024917259,35.59874812148455,-78.82900903931576,35.59866823654284,-78.82902734450863,35.59855884297801,-78.82904799955253,35.59846923019872,-78.82907929235297,35.598355136088614,-78.82925372889336,35.59767671891342",1420,MAGGIE RUN LN,,4031.484205543833
LineString,"-78.82909825162481,35.599774725604206,-78.82912879123295,35.599771043981804,-78.82983878995259,35.59968546025606,-78.83007352999012,35.59966060461658,-78.8302294512155,35.59964543300376,-78.83035280451487,35.59963861041898,-78.83047101036776,35.59963597741883,-78.83059947818334,35.599641752384564,-78.8306868265476,35.59965026877029,-78.83076902933644,35.599661574953785,-78.83086321286643,35.59967849631002,-78.830971086746,35.599701031582995,-78.8311217573831,35.59973901752659,-78.83164222797541,35.599882446396116,-78.8317535296311,35.59990638558481,-78.83186312385706,35.599926124519406,-78.83197102195192,35.599938865294384,-78.8320960583623,35.59994603469906,-78.8326990224245,35.599962255620355,-78.83301313264639,35.59997335555569,-78.83407130700509,35.60000785610658",1421,MAGGIEWOOD LN,,1497.4319128221123
LineString,"-78.78469540745864,35.61984686156169,-78.78441545862002,35.620079005086076,-78.78419084400986,35.6202417355431,-78.7840248825941,35.62033313647946,-78.78379086515233,35.6203936797028,-78.78270508349213,35.620511608017296,-78.78178650656955,35.62061435901358,-78.78158068636631,35.62066739314253,-78.78147107628861,35.62076146708128,-78.78135201079994,35.62092953338614,-78.7813268047379,35.6210745882926,-78.78131051988908,35.62131122325394",1422,MALLARD CREEK CT,,1263.0032191691146
LineString,"-78.74939719474696,35.54184209431333,-78.74955990203513,35.54170977676453,-78.74960131851917,35.54168402687222,-78.74963784568378,35.54166621551216,-78.74968164379544,35.54165637045535,-78.74973272293431,35.54165051199374,-78.74979109142177,35.54164665883845,-78.75061292169987,35.541669058936236,-78.75164964588816,35.541701638196834,-78.75175626185379,35.54170863564879,-78.75185930069408,35.541723371506215,-78.75200728226342,35.54175386914147,-78.7520801618386,35.541777271571156,-78.7521486550421,35.5418036468668,-78.75221421188121,35.54183597715037,-78.75228631707937,35.54187428447502,-78.75233729137534,35.54190420072292,-78.75238606122797,35.5419394785421,-78.75242827187768,35.541972357843875,-78.75246754726238,35.54201119396831,-78.7525111654467,35.542061367835295,-78.75255186547324,35.54211153483936,-78.75258125399877,35.542169053213115,-78.75261960084329,35.542237214730655,-78.75264666884657,35.54229731179793,-78.75266428935586,35.542347704883774,-78.75267848601072,35.542404416180034,-78.7527126507365,35.542562007826",1423,MARANKA DR,,1188.1830084671008
LineString,"-78.75177886683967,35.60222387828124,-78.75251684220208,35.602868110697926,-78.75320897400479,35.60347757780601",1424,MARQUEE LN,,623.6513451328897
LineString,"-78.74281347135584,35.5398751057005,-78.74325688702869,35.53988109353819,-78.74408112684954,35.539897357505325,-78.74407440312359,35.54031471486877,-78.74406798296006,35.54063546337629,-78.7440684354014,35.54073712347607,-78.74407286956529,35.540800904827215,-78.74408188925548,35.540880485826555,-78.74408862660468,35.54094869344041,-78.7440954177352,35.540999852811915,-78.74410452620533,35.541051648051216,-78.74418904064157,35.54144330901909,-78.7441996615999,35.54150584231272,-78.74420640595712,35.541571525076534,-78.74420700300882,35.54162772198391,-78.74420528270868,35.54168328392511,-78.7442004821098,35.54173568264338,-78.74419336127896,35.541788706559075,-78.74418314929972,35.541842354949466,-78.74416985611346,35.54189347290292,-78.7441573437799,35.541941433961604,-78.74413939814126,35.54199759360678,-78.74411526488097,35.5420556340733,-78.744088827493,35.54210988105732,-78.74405620157836,35.54216663893958,-78.74402203645954,35.54222149970807,-78.74398478677803,35.54227383182219,-78.74393825848747,35.54232929839345,-78.7438932892176,35.542380349526674,-78.74382196992475,35.54245786452099,-78.7435499401198,35.542730694103845,-78.74302369460781,35.543259978939965,-78.74279815228473,35.54348934005472,-78.74273927723124,35.543539729413666,-78.74267964009361,35.54358695859289,-78.74261073993443,35.54363164326754,-78.74254263376467,35.54366938513295,-78.74247300151504,35.54370143944091,-78.74238482615814,35.543733455282286,-78.74229898818191,35.543759792636806,-78.74221703838774,35.54377729806759,-78.74213123733432,35.54379163943478,-78.7420485537799,35.54379777823302,-78.74196897459845,35.543799503061706,-78.74186855122393,35.543796132948586,-78.74180290041843,35.543790310026786,-78.74174112513839,35.54378070759048,-78.74167782189339,35.54376605127993,-78.74161839400368,35.54374698177056,-78.74155202371537,35.543725371712654,-78.74148489110347,35.543699340388685,-78.74141932310084,35.543668261765085,-78.7413630198847,35.543638463905204,-78.74129978819676,35.5436010758228,-78.74122732387943,35.54355167028635,-78.74117414153154,35.54351304067345,-78.7411363944998,35.54347886354164,-78.74109481025246,35.54343646908845,-78.74105480051499,35.54338523966359,-78.74102019740916,35.5433346518378,-78.74098869252815,35.54328091297312,-78.74095952924355,35.54322023463954,-78.74093884362128,35.54316588874933,-78.74092049536652,35.54310523256977,-78.74090523945507,35.54304395109533,-78.7408984763776,35.542984583398365,-78.74089788290112,35.54292901748319,-78.74090116970277,35.542867143672225,-78.74090674854722,35.542813485683745,-78.74091777535537,35.54274784066043,-78.74093342014866,35.54268662599477,-78.74095057597638,35.54263678041503,-78.74097469444077,35.54258379294673,-78.74100422141822,35.542530815203165,-78.74104148906233,35.54247280426219,-78.7410826059435,35.54241922112321,-78.741155476071,35.542341080049816,-78.74125236647588,35.542240258370754,-78.7413484633904,35.54214575019472,-78.74146162401168,35.542030441290734,-78.74156548247483,35.5419252136772,-78.74161433331604,35.54186849007294,-78.74165779479983,35.54180607069909,-78.74168343667068,35.54176003167839,-78.74170601128385,35.541706408883265,-78.74172237321672,35.54166287586674,-78.74173566298174,35.54161365202849,-78.74174197812249,35.541571361420466,-78.74174443192177,35.54152842891071,-78.74174418340996,35.54145127586366,-78.74174254288484,35.54139393102811,-78.74173726707177,35.5413522458565,-78.74172814308517,35.54130613559584,-78.74171744697331,35.54126885670333,-78.74170135045395,35.541229042378696,-78.7416829346284,35.54118922221743,-78.74166219384621,35.541152557448825,-78.74154607759746,35.5409837198258,-78.74150993996201,35.54092934111947,-78.74147539102965,35.540862337037595,-78.7414531645836,35.540806724146094,-78.74143862436163,35.54076312447065,-78.741427972716,35.540711956725254,-78.7414250595839,35.54065638584284,-78.74142527288508,35.54058945484241,-78.7414277518776,35.54053831414706,-78.74143801381025,35.54046951067575,-78.74145521111105,35.54040640535285,-78.74148246011545,35.540340796573894,-78.74151200988904,35.5402796104925,-78.74153996442921,35.54023483928174,-78.74157099706105,35.540193863237924,-78.74160743583899,35.540152897785916,-78.74165083116301,35.54011131613339,-78.7417042719091,35.540068492953985,-78.74176465290155,35.54002947313149,-78.74182037756617,35.53999738874166,-78.74187686724832,35.53996783170159,-78.7419812897169,35.539927010598966,-78.74203542587388,35.53990818337196,-78.74210114671341,35.53989064269377,-78.74215989822201,35.539878769671034,-78.74222095565442,35.539870060954655,-78.74228354613433,35.539865142282345,-78.74234148931036,35.53986400234355,-78.74241178827745,35.53986478424682,-78.74281347135584,35.5398751057005",1425,MARY MARVIN TRL,,4108.004148435106
LineString,"-78.74408112684954,35.539897357505325,-78.74463918961659,35.53990031150112,-78.74472234930708,35.53990696204268,-78.74478655431705,35.53991604346285,-78.74485337855782,35.53992689891695,-78.74490054461226,35.53993664127069,-78.74494770283717,35.53994852714145,-78.74498554969658,35.539960403359075,-78.74500270754828,35.53996578654468,-78.74506294396349,35.53998734310666,-78.74512972228116,35.54001319956885,-78.74548841037523,35.540177892878134,-78.74595575198393,35.540393171471685,-78.7461468818882,35.540480364202864,-78.74656971520763,35.54067626082268,-78.74707251144626,35.54090411069878",1426,MARY MARVIN TRL,,981.4583305414687
LineString,"-78.73617689962137,35.56208110458461,-78.73635136798622,35.56198649151032,-78.73642309231592,35.56194492472682,-78.73647749189901,35.561911056177316,-78.73652707283266,35.56187753591217,-78.73659289285776,35.561832245139925,-78.73677104540128,35.561709209143515,-78.73707293600187,35.561500938899854,-78.73746040058421,35.56123060544914,-78.73760520954643,35.561127887733846,-78.73783691387618,35.56096096283288,-78.73800632444511,35.560832182219514,-78.73801360267485,35.56082612244651,-78.73810405059412,35.560750826608974,-78.73815929780146,35.56070235186034,-78.73821125721793,35.56065536092514,-78.7382723718737,35.56059765666318,-78.73832214529556,35.5605494684114,-78.73836679964211,35.56050484588913,-78.73841695442788,35.56045159072031,-78.73846565355998,35.560397138936416,-78.73850300480156,35.560354289929236,-78.7385374372768,35.56031173299352,-78.73857297458672,35.56026589821252,-78.73860631639039,35.56022184798559,-78.73864699950128,35.56016409956714,-78.73867632518375,35.56012093487385,-78.73870419538561,35.56007687375022,-78.73874601489624,35.56000601049502,-78.73878526717235,35.559939315209675,-78.7388296653596,35.55986100465102,-78.73894161458252,35.559651368419,-78.73908920740287,35.55936280587602,-78.73921073770764,35.55912307850727,-78.73937264840596,35.558805926701766,-78.73950554553053,35.558548038440996,-78.73974562272443,35.558087656302575,-78.73994162904275,35.55771691512893,-78.74006642774266,35.55748047312271,-78.74011672376233,35.55738220042178,-78.74015418079802,35.557305962139054,-78.74019017346498,35.557230912369846,-78.74022066900423,35.55716389948476,-78.7402485992538,35.557100161321095,-78.74027874389054,35.55702867669682,-78.74030264973985,35.556968805959166,-78.74032766588459,35.55690357061965,-78.74035233037971,35.55683445847774,-78.74037185514396,35.55677547255421,-78.74039174866911,35.556714995588216,-78.74041019248072,35.556651833838075,-78.7404334451559,35.556567813012485,-78.74045818766926,35.556474255786085,-78.74048407969005,35.556363409340086,-78.74050927397748,35.55624272435289,-78.74052634771759,35.55615123747849,-78.74054014441451,35.55605795430967,-78.74055096038784,35.55598404409715,-78.74058347889755,35.555740547346055,-78.74065703539772,35.55507206302405,-78.74068272286245,35.55483415835323,-78.74074170981449,35.554287839169014,-78.74079662306258,35.55377101241831,-78.74083188490025,35.55346759942058,-78.74088260725196,35.55300651287763,-78.7409021645565,35.552822613556756,-78.7409581070903,35.55233999351864,-78.74099200024193,35.55204236447825,-78.74102819496797,35.551714036591065,-78.7410655499286,35.55139049670883,-78.74108966243762,35.5511770372369,-78.74112704219478,35.550844880794465,-78.74114755165364,35.55065917874614,-78.7411620064264,35.55053474054302,-78.74120665146957,35.55013674629496,-78.74124440386602,35.549854487025264,-78.74126789659327,35.54970918513237,-78.74128778713579,35.549600467289366,-78.74130479515775,35.54951988253639,-78.74131799814138,35.549465150153836,-78.74134913282398,35.54936390096329,-78.74138407997094,35.54927594662532,-78.74143023166096,35.549168790006675,-78.74149252615183,35.549046491626704,-78.74154480619099,35.54895857322074,-78.74160825620918,35.54886157343438,-78.74175380815474,35.548643327688474,-78.74194745071125,35.54835514095266,-78.74202000234816,35.54825231554641,-78.74222150683434,35.54795728893883,-78.7425473933689,35.54748241897995,-78.74275883808278,35.54717527143609,-78.74307352185295,35.54671656644741,-78.74327128059961,35.546429623818504,-78.7438073551171,35.54564658737827,-78.74416878723923,35.54512230318191,-78.74438128328347,35.544810473854774,-78.7445743445859,35.54453113149286,-78.74477830018016,35.544231824767536,-78.74514366910839,35.54370547073693,-78.74562251284853,35.54300673437155,-78.7459018099224,35.54260720794221,-78.74637909918073,35.54191047080894,-78.74666335816563,35.541497568771035,-78.74707251144626,35.54090411069878,-78.74728049272218,35.54060273557696,-78.74742071418613,35.54040221489396,-78.74749728612794,35.54031282359449,-78.74755929261595,35.540253506341834,-78.74763677712707,35.54018619687177",1427,MAUDE STEWART RD,,8903.290941658133
LineString,"-78.76214057283052,35.57052664352677,-78.76255977364036,35.56964784282718,-78.76266936296265,35.56942298311158,-78.76270512967581,35.56937085276517,-78.7627450856871,35.56931786974901,-78.76279027845239,35.56926575688079,-78.76284174554172,35.56921622253475,-78.76297929893086,35.5690992491555,-78.76302341084528,35.569058256493165,-78.76306858718814,35.56901127697291,-78.76312323457547,35.568948911835605,-78.76316949026614,35.56889080747009,-78.76320630840196,35.56883696545343,-78.76323368320867,35.56878823850981,-78.76325688785666,35.56873265818397,-78.76327694655735,35.56867878258544,-78.76329176705212,35.568624897679136,-78.76330135905499,35.56856843448899,-78.763305191461,35.56852353678891,-78.76330694825032,35.568447780037886,-78.76330331554611,35.56837207678558,-78.76329216857496,35.56827788554917,-78.76324815651095,35.56796737568422,-78.76323349702832,35.567907553477625,-78.76321390232812,35.56784449192469,-78.76319918281459,35.56780487002809,-78.763184449002,35.56777090620574,-78.7631579031692,35.567718333334824,-78.76312739553316,35.56766656129162,-78.76309688888419,35.56761559780013,-78.76305650367404,35.567560574047285,-78.76300920523167,35.56750230616816,-78.762970768779,35.56745698167385,-78.76283967602373,35.5673088606504,-78.76279730708224,35.56725625680614,-78.76276283173361,35.56720932466218,-78.76272741048412,35.567147847427826,-78.76269891323857,35.56708557604882,-78.76267931679207,35.56702332114699,-78.7626646577375,35.56696430831644,-78.76265988808697,35.56690450534246,-78.76266205781836,35.56683825286468,-78.7626671679214,35.5667817025204,-78.76267621995402,35.566730007619846,-78.76269119322671,35.56668236527284,-78.7627121113775,35.56663069264344,-78.76274591940114,35.56656773527879,-78.76278465668267,35.56650963347037,-78.76283526711177,35.56644913095363,-78.76289662667077,35.56638465347332,-78.76314643901947,35.566179341416",1428,MAYFAIR WOOD DR,,1763.9058088248828
LineString,"-78.74602383665746,35.60708776018275,-78.74589256661316,35.60698280070331,-78.74576351763533,35.6068796169621,-78.74570807994036,35.60684018942537,-78.74565905778215,35.60680978110993,-78.74559694576837,35.606776670043736,-78.74552843798612,35.60674867628889,-78.74544905050922,35.60672207039379,-78.74535345919644,35.60670023673357,-78.74527843665977,35.60668926192347,-78.74518720379112,35.606685465137915,-78.74505767789063,35.60669120314405,-78.74491636575935,35.60670052095298,-78.74469850146421,35.60671809235267,-78.74452274024796,35.60673142967465,-78.74440155709836,35.60673941997169,-78.74429625639368,35.606742731974094,-78.74412893819796,35.60674473613815,-78.743670314836,35.606731991389154,-78.74310932878805,35.60670489297134,-78.74258153519476,35.60667197345361,-78.74237965198235,35.60665858913121,-78.74231189147623,35.60664902233561,-78.74225279676817,35.606635939512465,-78.74218651371525,35.6066157762908,-78.74214331175418,35.606594481170575,-78.74210877713136,35.606568493739715,-78.7420800204469,35.60654016411809,-78.7420584869535,35.60650831545209,-78.74204558551884,35.60648355202736,-78.74203559068498,35.60645172784225,-78.74202996490021,35.60640695629393,-78.74202873858842,35.60633863435193,-78.74203443548225,35.60616160368166,-78.74205821822628,35.60537651839704,-78.74206646524839,35.605014387304635,-78.74208352534825,35.604669659164706,-78.74208962743637,35.604424859746565,-78.74208235285239,35.60387041287937,-78.7421159909572,35.599747224488766,-78.74210473129561,35.59902865857884",1429,MEADOW DR,,3973.7253387978767
LineString,"-78.76502229116235,35.58351213711034,-78.7648283894995,35.58369307749661,-78.76457999888872,35.58393849994538,-78.76411901271864,35.58438153948236,-78.76398335022684,35.584512690088296,-78.76394655961788,35.584552533462535",1430,MEADOW WOOD DR,,495.7238319732954
LineString,"-78.82806246982429,35.58449216326867,-78.82804657202979,35.58486488301913,-78.82804648429772,35.58490625703306,-78.82805049316747,35.584944254800185,-78.82805474155373,35.584993152602095,-78.82806138583655,35.58504556834115,-78.82807141986024,35.58508971314629,-78.8280865180769,35.58513524605475,-78.82810835489924,35.585187685082865,-78.82813862924667,35.585241511571205,-78.82817228134249,35.5852953446299,-78.82821774467409,35.58535195265032,-78.82826491318626,35.585401667373745,-78.82832557212186,35.58545691858858,-78.82889208576749,35.58589055674825",1431,MEREDITH HOLLOW DR,,604.3132111941609
LineString,"-78.80220025594654,35.56040709972323,-78.80295098338435,35.56048396368987,-78.80435317124777,35.56062676052277",1432,MERESTONE CIR,,645.2726612603434
LineString,"-78.75165627727468,35.62580361828372,-78.75171832881277,35.62477938599736,-78.75173362899274,35.62452682190109,-78.75175066472055,35.62429367274303,-78.75175923925553,35.62415822228351,-78.75175946370852,35.62408493710087,-78.75175426698857,35.62400497868078,-78.75174516175018,35.623937037711265,-78.75172846405478,35.62386486453768,-78.75170703144312,35.6238041933327,-78.75168266332221,35.62374677104399,-78.75164568898258,35.62368025592536,-78.751605856975,35.62361825722594,-78.75155435983741,35.62355819069088,-78.75149470543009,35.62349810746037,-78.75141875134331,35.623431328706864,-78.75067027214646,35.6228684928156",1433,METALMARK DR,,1194.6767382007183
LineString,"-78.68900907112054,35.60970371473225,-78.68902470837855,35.60954641274407,-78.68902770587125,35.60952811128935,-78.68903260077745,35.609508089419414,-78.68904144776036,35.60948593234008,-78.68905214785401,35.60946525828702,-78.68906525818375,35.609445568410834,-78.68908063359252,35.60942528129375,-78.68910266335128,35.609401661611884,-78.68912946459963,35.60938098095584,-78.6891580131653,35.60936173617616,-78.689188309052,35.609343926370364,-78.6892247405919,35.60932505958368,-78.68926554867761,35.6093076344864,-78.68931292787346,35.60928986831647,-78.68936643669286,35.609273191352344,-78.6894216889814,35.609258665039306,-78.68948088782646,35.60924343397658,-78.68978168139559,35.60917122236074,-78.69153700258771,35.60873736179246,-78.69153734508603,35.6087372770291,-78.69153751854448,35.60873723420233,-78.69263630905829,35.60846531566149,-78.69274622402774,35.6084374510918,-78.69279800457707,35.60842357248658,-78.69284210899609,35.60841241290017,-78.69290519308976,35.608393373482095,-78.69296435197138,35.60837436377841,-78.69302456668493,35.60835372789222,-78.69309826033944,35.608327678879796,-78.69316202005702,35.608303037064,-78.69323163245237,35.608275070317745,-78.69329539640307,35.608248996126555,-78.69336092753687,35.60821911165766,-78.69342294512094,35.6081916024809,-78.69347502478855,35.60816597646564,-78.69354231759853,35.60813371125082,-78.69361370844828,35.60809859349828,-78.69367924294663,35.608067755190156,-78.69374594338878,35.608037395720444,-78.69382199842961,35.608004674686065,-78.69390506416102,35.607971494419864,-78.69397467241198,35.6079444818134,-78.69404719219716,35.607919860683936,-78.69412789586924,35.60789335275297,-78.6942202932883,35.60786353451712,-78.69443898389979,35.607799213763364,-78.6945778127535,35.60775824542876,-78.6948623235791,35.607676260586096,-78.69505410511513,35.60762284204938,-78.69514356338028,35.60759778591861,-78.69520728852218,35.60758172782451,-78.69526632884205,35.607568997620106,-78.69533932829209,35.60755488267673,-78.69535400483669,35.60755204491176,-78.6955100799397,35.60752677595862,-78.69558678009093,35.607516236053876,-78.69567077939516,35.6075063101968,-78.69575842211984,35.60749818176773,-78.69583729752442,35.60749182150817,-78.69593806599356,35.60748789924948,-78.69603445247479,35.60748456267318,-78.69612791057459,35.607483007968604,-78.69621405606806,35.60748501165166,-78.69632355716153,35.60748886289113,-78.69642282513095,35.60749566938862,-78.69653742439509,35.60750311080275,-78.69663304447971,35.607509311298465,-78.69675924493325,35.60751721863167,-78.69729908801496,35.607549886691075,-78.69792382489044,35.60758708553154,-78.69943560566146,35.607677499323636,-78.70103224437963,35.60777106952599,-78.70133146288259,35.60778412713181,-78.7014270990325,35.60778615133871,-78.70152347027663,35.607786983828966,-78.70161765931522,35.607785426698,-78.70171916075716,35.60778090562444,-78.70181628243037,35.607776373722764,-78.70191195804762,35.60776766474107,-78.7020091005047,35.60775717091337,-78.70211720548684,35.60774372296087,-78.70222677729146,35.60772848923751,-78.70233927400547,35.60771207003274,-78.70245763041036,35.60769029816425,-78.70258037197561,35.607667346167794,-78.70272795907577,35.60763849118381,-78.70292741398383,35.60760141587657,-78.70354622915019,35.60748725695573,-78.70366823179607,35.607466686247434,-78.70377416039472,35.60744905715852,-78.7038603626656,35.60743555427975,-78.70397722749591,35.607422125112706,-78.70410211785165,35.60741050463746,-78.70421896955291,35.60740065284084,-78.70432924074537,35.60739376673916,-78.70441020895308,35.60738959729904,-78.70457405984071,35.60738716433945,-78.70469068171032,35.607388869211114,-78.70479772804686,35.6073912619175,-78.70504227208941,35.60739896303728",1434,MIDDLE RIDGE DR,,4999.3329315404635
LineString,"-78.85083626243411,35.57100651336019,-78.85114371801139,35.571177058570704,-78.85129221683694,35.571254758127374,-78.85141015077184,35.571306514784354,-78.85150816772216,35.571340587654724,-78.85162613560026,35.571373330005656,-78.85174744127265,35.57139928246078,-78.85185546546651,35.57141571243513,-78.85196682379834,35.57142671363634,-78.85208483657597,35.57143500601626,-78.85218291942206,35.57143376787065,-78.85227768935226,35.571425734468974,-78.85235750128224,35.571416323507016,-78.85246392364179,35.571398797050634,-78.85308584531086,35.5712908949414,-78.85335854013513,35.57123746034179,-78.85372859932018,35.571177650495514,-78.85393620433369,35.571145703126014,-78.85428833734184,35.571095326613666,-78.85464659695661,35.57104710264397,-78.85511522222703,35.570984699542166,-78.85545770711107,35.570942178261106,-78.85565740742153,35.570922382041935,-78.85568230724475,35.57091988499457,-78.855798424376,35.57090823975447,-78.8559333076932,35.57089623626502,-78.8560725636723,35.57088709975146,-78.8562084534493,35.570880499240715,-78.85632172008319,35.570877294445005,-78.85649102866127,35.5708765408535,-78.85666616958777,35.57087865495094,-78.85683430222447,35.570882191962,-78.85699892888749,35.57088810971931,-78.8571536277605,35.57089497016507,-78.85731999529541,35.5709066134256,-78.8575097071868,35.570922576305016,-78.8575927388148,35.57092867517282,-78.857984873661,35.57095747686648,-78.85826506898056,35.570978314500564,-78.8583812324424,35.57098798946926,-78.85848630335555,35.5709971745673,-78.8586065442451,35.571012102021406,-78.85872736687823,35.57102750597217,-78.85880562583596,35.57103873103426,-78.85887153451985,35.571048183971115,-78.85908048368073,35.5710813393147,-78.85929818142796,35.57111927373815,-78.85950945914418,35.5711567235071,-78.85964369554729,35.57118120473205,-78.85977968540305,35.57120425730991,-78.85987073608669,35.571218672079326,-78.85995770191481,35.57123212839104,-78.8600458387415,35.571243439755456,-78.86013923173381,35.571254040493166,-78.86021920416842,35.57126033415442,-78.86030618406708,35.57126568033553,-78.86031355012278,35.57126599167452,-78.86039900497758,35.57126960354487,-78.86048131854628,35.57127208319512,-78.86057647757144,35.571274576628795,-78.86087888307047,35.571281601730185,-78.86133190063894,35.57128792730754,-78.86157653147959,35.57129134222018,-78.86177148184429,35.57129660479016,-78.86188156533765,35.57129824793391,-78.86199029187658,35.57130373751372,-78.86214293065814,35.57131730649857,-78.86226463931334,35.57133266827296,-78.86237480330276,35.57135127631225,-78.86247401151844,35.571375238787695,-78.86256227214879,35.57140038045015,-78.86266021603834,35.571435467324065,-78.86277062052851,35.571478346373645,-78.86288681784183,35.571530733517264,-78.86301318615288,35.57158788149306,-78.86306564377462,35.571612164847856,-78.8632650103658,35.57170445295686,-78.86351719084847,35.57182478673797,-78.86372924100286,35.57193072290082,-78.8638686622972,35.57200569898466,-78.86401534235029,35.572086622354696,-78.86442139281469,35.57233472761419,-78.86479057453164,35.57256373758958,-78.86490616574791,35.572634631452146,-78.86501847269056,35.57270351053191,-78.86513530346227,35.57277431270622,-78.86518434787821,35.572801851711425,-78.86524161024604,35.572832385246926,-78.8653085488559,35.57286608708489,-78.86537330341025,35.57289620971178,-78.86543105910228,35.572922746897504,-78.86548741236045,35.57294539837177,-78.8654988845645,35.57295001001252,-78.86555752533398,35.5729704663738,-78.86562579837054,35.5729920069263,-78.8656971364952,35.57301283421551,-78.8657636669554,35.57302936458769,-78.86583895501387,35.573044831026294,-78.8659282525808,35.5730624582083,-78.86598953645922,35.57307325877951,-78.86606165626392,35.573085172775144,-78.86609853735966,35.573091265421105,-78.86663918761808,35.57316734412386,-78.8667744593858,35.573186810411826,-78.86695930983812,35.57321269382359,-78.86718082602447,35.573242271312495,-78.8673785285278,35.5732678553481,-78.86749865534291,35.57328340033616,-78.86799859917754,35.5733508427563",1435,MIMS RD,,5360.069041485238
