OBJECTID,STREETSEGID,SSD_ID,SOURCEID,ROUTETYPE,ROUTE_ID,SNOWZONE,AGENCY,BEGINMEASURE,ENDMEASURE,SNOWAREA,SHAPE_Length
3372,6652,3000801952819104012,30080381,Narrow Road, ,8,DPW,0,208.508654,805,208.508635
3373,11567,2061552155521065010,26155189,Secondary,58,11,DDOT,0,44.698368,,44.698401
3374,6822,3009361955714926012,30936250,Primary,66,8,DPW,0,274.087786,,274.087803
3375,4708,3001101778716790010,30110130,Secondary,55,12,DDOT,0,144.388362,,144.388355
3376,11221,3009362103917166012,30936340,Primary,64,7,DPW,0,81.159637,,81.159649
3377,6782,2069681512621011012,26968020,Priority Hills, ,10,DDOT,0,168.801534,1001,168.801534
3378,276,1088012114121654012,18801020,Secondary,36,10,DDOT,0,149.623976,,149.623992
3379,8809,1036721506417416012,13672218,Primary,19,4,DPW,0,163.535614,,163.535586
3380,11325,1036721456915887012,13672063,Primary,19,4,DPW,0,53.635111,,53.635117
3381,1223,3061161619516196012,36116300,Secondary,56,7,DDOT,0,144.421276,,144.421238
3382,333,1027491485914860012,12749290,Priority Hills, ,1,DPW,0,412.675103,105,412.675132
3383,11453,1072861779113895012,17286450,Secondary,9,3,DPW,0,183.03375,,183.033747
3384,7526,1057331576419887012,15733505,Priority Hills, ,3,DPW,0,179.811068,302,179.811089
3385,4318,1038872123718768012,13887530,Priority Hills, ,3,DPW,0,92.402345,302,92.402332
3386,1134,1086711611516116012,18671190,Narrow Road, ,9,DPW,0,247.229261,911,247.229268
3387,9784,3000602048221157012,30060421,Secondary,69,8,DPW,0,71.769616,,71.769612
3388,11790,1001501666016930010,10150290,Secondary,16,4,DPW,0,80.537151,,80.537152
3389,7836,5081251913021976012,58125400,Primary,69,8,DPW,0,131.329742,,131.329764
3390,12545,1037892134720143012,13789180,Primary,10,3,DPW,0,302.881599,,302.881589
3391,159,1089891466614667012,18989180,Primary,24,6,DPW,0,178.399858,,178.399838
3392,4239,3000401728216070010,30040070,Secondary,53,12,DDOT,0,89.251073,,89.251057
3393,6316,4047971786421314011,44797155,NPS, ,,NPS,0,661.947921,,661.947921
3394,13138,2036721753500297012,23672140,Primary,50,12,DDOT,0,46.669395,,46.66942
3395,5312,1064282024115649012,16428180,Secondary,18,4,DPW,0,64.696085,,64.696094
3396,485,3040751514215143012,34075250,Primary,63,7,DPW,0,81.175365,,81.175366
3397,1562,1001301992516586012,10130360,Secondary,17,4,DPW,0,190.302406,,190.302406
3398,3691,1038611939220972010,13861170,Secondary,24,6,DPW,0,193.477958,,193.477939
3399,2372,1070911695114843010,17091185,Priority Hills, ,9,DPW,0,57.123055,901,57.123057
3400,10320,1002002202417743010,10200120,Primary,21,6,DPW,0,176.236436,,176.236443
3401,9461,3085542007020174012,38554340,Priority Hills, ,7,DPW,0,126.140948,701,126.140991
3402,4379,1001402126321483012,10140540,Secondary,37,9,DPW,0,118.191494,,118.191508
3403,1779,1067731655916560012,16773290,Priority Hills, ,2,DPW,0,110.429489,204,110.429521
3404,11622,1001302212518318012,10130195,Secondary,17,4,DPW,0,79.210314,,79.21033
3405,4839,1077671536717617010,17767203,Secondary,15,4,DPW,0,104.110769,,104.110782
3406,2217,2029641685814335012,22964091,Secondary,59,13,DDOT,0,76.369206,,76.36921
3407,8001,2001602005622061012,20160050,Priority Hills, ,12,DDOT,0,60.720379,1202,60.720379
3408,5765,3001901766114109011,30190030,Secondary,49,12,DDOT,0,87.914003,,87.914019
3409,5680,2063251493813304012,26325465,Secondary,59,13,DDOT,0,53.254471,,53.254422
3410,2840,2000701299912296012,20070320,Secondary,42,10,DDOT,0,108.640175,,108.640175
3411,1953,1020991667116672012,12099445,Secondary,8,3,DPW,0,105.012383,,105.012367
3412,4586,2075461676317400012,27546200,Primary,41,10,DDOT,0,141.439195,,141.439163
3413,9008,3081511907118897012,38151365,Secondary,64,7,DPW,0,160.173883,,160.173871
3414,2005,2015991670216703012,21599135,Primary,52,11,DDOT,0,94.937735,,94.93775
3415,12889,3068701523219443012,36870290,Priority Hills, ,7,DPW,0,268.867993,703,268.867983
3416,7535,2002401502619792012,20240370,Secondary,40,11,DDOT,0,120.28037,,120.280369
3417,553,2060581545115452012,26058190,Primary,44,11,DDOT,0,28.600601,,28.600595
3418,1713,3038742158420825012,33874280,Priority Hills, ,8,DPW,0,167.739612,801,167.739596
3419,6464,1002301482715800012,10230090,Primary,21,6,DPW,0,142.993696,,142.993692
3420,487,1024630031919376012,12463163,Secondary,15,4,DPW,0,115.645803,,115.645802
3421,6369,1024632089217572012,12463186,Secondary,15,4,DPW,0,110.33088,,110.330869
3422,1163,4057851581915124012,45785040,Primary,28,5,DPW,0,201.230172,,201.230185
3423,2416,2069681315915126012,26968010,Priority Hills, ,10,DDOT,0,100.320772,1001,100.320772
3424,8374,1019631632314686012,11963050,Secondary,32,9,DPW,0,131.720342,,131.720342
3425,13508,3082352237816030012,38235320,Secondary,65,8,DPW,0,81.604435,,81.604456
3426,8429,1000501744921681012,10050590,Secondary,30,9,DPW,0,76.780576,,76.780576
3427,10360,2002001722317712012,20200413,Priority Hills, ,11,DDOT,0,42.105573,1101,42.105541
3428,5022,1000601877617898012,10060220,Narrow Road, ,4,DPW,0,109.997025,403,109.997039
3429,1578,1050891792719300012,15089060,Secondary,25,5,DPW,0,174.408673,,174.408673
3430,10591,1064280068319182012,16428075,Secondary,27,5,DPW,0,154.943345,,154.943337
3431,783,3003201576515766012,30320240,Priority Hills, ,7,DPW,0,118.680525,703,118.680525
3432,11702,1000901533817192011,10090060,Primary,26,5,DPW,0,128.62237,,128.62235
3433,9048,1050111724020199012,15011375,Priority Hills, ,1,DPW,0,178.423607,104,178.423624
3434,3171,1092691761517616012,19269602,Secondary,2,1,DPW,0,77.555589,,77.555589
3435,1394,2061161386015047012,26116410,Secondary,56,13,DDOT,0,90.734403,,90.734373
3436,7702,2000701229619755012,20070330,Secondary,42,10,DDOT,0,109.420043,,109.420043
3437,13021,3090351718820448012,39035248,Narrow Road, ,8,DPW,0,136.400559,801,136.400567
3438,3748,2004901806017907012,20490079,Secondary,59,13,DDOT,0,23.170285,,23.170269
3439,11190,3003002192621407012,30300228,Narrow Road, ,7,DPW,0,104.426998,703,104.426961
3440,6026,2031981918315620012,23198120,Secondary,59,13,DDOT,0,177.018768,,177.018724
3441,9166,1003701984019841012,10370240,Primary,11,3,DPW,0,43.364975,,43.36494
3442,9696,1003401676816131012,10340297,Primary,5,2,DPW,0,33.406201,,33.406194
3443,3240,1001101765015737012,10110110,Secondary,27,5,DPW,0,22.702772,,22.702794
3444,10962,2050892099019969012,25089100,Secondary,51,12,DDOT,0,96.820153,,96.820153
3445,1664,2015341647216473012,21534260,Primary,49,12,DDOT,0,81.195581,,81.19561
3446,11148,2081442105718258012,28144355,Primary,40,10,DDOT,0,43.964457,,43.964447
3447,8990,2081442014518346012,28144335,Primary,40,10,DDOT,0,39.362137,,39.362139
3448,2802,3081511739715515012,38151423,Secondary,61,14,DPW,0,17.486753,,17.486742
3449,4475,1059601282018426012,15960295,Primary,20,2,DPW,0,53.289977,,53.289964
3450,12169,3059601717018706012,35960380,Priority Hills, ,7,DPW,0,110.48551,701,110.485502
3451,7098,1001101710117959012,10110115,Secondary,17,5,DPW,0,164.379202,,164.379192
3452,3413,1048751910319805011,14875130,Primary,14,4,DPW,0,259.047415,,259.047429
3453,8877,1056552151800363010,15655000,Primary,17,4,DPW,0,96.497053,,96.497025
3454,6047,3081511530416222012,38151460,Secondary,61,14,DPW,0,165.397082,,165.397102
3455,13137,1009102210915311012,10910270,Secondary,13,4,DPW,0,127.792819,,127.792842
3456,4479,3001032123618576012,30103340,Narrow Road, ,8,DPW,0,222.597136,803,222.597154
3457,5964,1053492147419416011,15349170,Primary,22,6,DPW,0,130.333783,,130.333811
3458,1480,2004731634915790012,20473050,Narrow Road, ,13,DDOT,0,41.966684,1305,41.966674
3459,551,2059601542315450012,25960080,Secondary,53,12,DDOT,0,117.237936,,117.237928
3460,8472,1083261916719822012,18326170,Priority Hills, ,9,DPW,0,84.39001,901,84.390019
3461,380,1002301476820735011,10230099,Primary,22,6,DPW,0,77.4111,,77.411117
3462,7528,1042441452819888012,14244100,Primary,27,5,DPW,0,90.379771,,90.379773
3463,11109,1001101505817650012,10110100,Secondary,27,5,DPW,0,135.623993,,135.624005
3464,6123,1024631765800319010,12463160,Primary,14,4,DPW,0,47.304793,,47.304793
3465,12741,1081151366513134012,18115162,NPS, ,6,NPS,0,397.973235,601,397.973248
3466,9694,3016902109715100012,31690430,Secondary,61,14,DPW,0,128.491545,,128.491566
3467,8780,3047971842500246010,34797145,Primary,54,12,DDOT,0,97.525852,,97.525848
3468,2240,1004101503115032012,10410547,Primary,5,1,DPW,0,26.560032,,26.560032
3469,6946,2076052200521499012,27605015,Primary,38,10,DDOT,0,251.26271,,251.262679
3470,5510,2012961949420351012,21296270,Priority Hills, ,11,DDOT,0,144.058556,1102,144.058578
3471,4182,1025351611117655012,12535215,NPS, ,6,NPS,0,76.110761,601,76.110772
3472,7780,2069741305619913012,26974040,Secondary,47,11,DDOT,0,103.623616,,103.623583
3473,8173,2092622042020895012,29262220,Secondary,58,11,DDOT,0,109.49986,,109.499861
3474,2599,2001801516515166012,20180230,Secondary,42,11,DDOT,0,118.090722,,118.090738
3475,8309,1077282204516711012,17728140,Priority Hills, ,9,DPW,0,308.264458,902,308.264443
3476,10934,4000302100813174012,40030110,Secondary,28,5,DPW,0,118.789454,,118.789462
3477,11938,2015991721614541012,21599210,Primary,52,11,DDOT,0,109.324409,,109.324417
3478,2552,3000802110519241012,30080090,Secondary,55,12,DDOT,0,118.540199,,118.540229
3479,3510,1001701779914446012,10170090,Primary,23,6,DPW,0,131.329995,,131.329992
3480,5275,1059601471316155012,15960040,Primary,25,5,DPW,0,188.555268,,188.555274
3481,7070,1068381514917882012,16838050,Secondary,23,5,DPW,0,84.531718,,84.531703
3482,13234,1001501617121123010,10150230,Secondary,16,4,DPW,0,109.026146,,109.026153
3483,8765,1064222045015487012,16422357,Secondary,18,4,DPW,0,37.82077,,37.820753
3484,6394,2084821898322105012,28482010,Priority Hills, ,10,DDOT,0,129.32701,1004,129.327009
3485,1697,3012741823620848012,31274335,Secondary,64,7,DPW,0,116.870986,,116.870969
3486,11896,1004801757616650012,10480220,Priority Hills, ,3,DPW,0,118.09079,303,118.090808
3487,4268,3001701831018311010,30170027,Secondary,49,12,DDOT,0,66.380009,,66.380009
3488,12458,1061361676014748012,16136033,Primary,30,9,DPW,0,70.731805,,70.731775
3489,955,2039261974318472012,23926130,Priority Hills, ,11,DDOT,0,242.168458,1101,242.168455
3490,11214,1071632037921262012,17163270,Secondary,3,2,DPW,0,604.845736,,604.845791
3491,3812,1049982205817239012,14998370,Priority Hills, ,1,DPW,0,187.071348,104,187.071332
3492,9945,1086381641315859012,18638240,Narrow Road, ,4,DPW,0,254.423183,406,254.423153
3493,7664,5031911538420788012,53191060,Secondary,54,12,DDOT,0,197.160797,,197.160829
3494,1847,1002701783016740012,10270530,Secondary,2,1,DPW,0,232.38805,,232.388014
3495,9246,1037892059420595012,13789130,Primary,10,3,DPW,0,170.289899,,170.289938
3496,9478,1052522101621704012,15252170,Priority Hills, ,4,DPW,0,212.43668,401,212.436708
3497,1698,3003301649416495012,30330240,Secondary,64,7,DPW,0,118.911319,,118.911303
3498,7461,1004131996115715012,10413535,Narrow Road, ,1,DPW,0,56.418996,106,56.418969
3499,8600,3001601923819583012,30160230,Priority Hills, ,7,DPW,0,156.152052,705,156.15206
3500,13095,2004801330420382012,20480060,Priority Hills, ,13,DDOT,0,83.000606,1303,83.000631
3501,11357,1021842096217826012,12184235,Priority Hills, ,4,DPW,0,324.631755,405,324.631728
3502,6973,1002901869818792012,10290280,Secondary,15,2,DPW,0,292.453927,,292.453927
3503,5049,1020991879118792012,12099280,Secondary,15,2,DPW,0,108.085788,,108.085811
3504,10167,2054661938820835012,25466470,Priority Hills, ,13,DDOT,0,56.99119,1302,56.991174
3505,7625,1001901921716233011,10190080,Primary,24,6,DPW,0,69.609947,,69.609915
3506,7165,2005202167617244012,20520080,Priority Hills, ,13,DDOT,0,262.524679,1303,262.524668
3507,544,1016381532815329012,11638740,Primary,34,9,DPW,0,58.81219,,58.812174
3508,4773,2031981864918650012,23198640,Secondary,38,10,DDOT,0,77.452014,,77.452003
3509,10314,3063501515114520012,36350280,Primary,63,7,DPW,0,268.995462,,268.995438
3510,5212,2081441711715891012,28144430,Primary,39,10,DDOT,0,44.40784,,44.407852
3511,6406,1051351540700850012,15135540,Secondary,34,10,DDOT,0,137.629857,,137.629844
3512,8199,1059602009920225012,15960210,Primary,20,4,DPW,0,103.806553,,103.806568
3513,3271,3003802020420600012,30380210,Secondary,64,7,DPW,0,137.751033,,137.751017
3514,5811,2050891623016086012,25089010,Secondary,51,12,DDOT,0,201.090557,,201.090541
3515,4073,2001702183221583011,20170063,Secondary,49,12,DDOT,0,52.207804,,52.207819
3516,5153,2001101891318914012,20110515,Priority Hills, ,10,DDOT,0,100.210398,1002,100.210413
3517,9549,2042442005020696012,24244000,Primary,51,12,DDOT,0,609.385125,,609.385136
3518,10723,3003331841119569010,30333170,Narrow Road, ,7,DPW,0,180.209256,701,180.209259
3519,189,1001501798322006010,10150135,Secondary,16,4,DPW,0,85.28074,,85.280713
3520,1524,1002300007116377012,10230060,Primary,21,6,DPW,0,111.858277,,111.858291
3521,9739,4047771458516481012,44777040,Secondary,28,5,DPW,0,115.880149,,115.880149
3522,1734,1067731652516526012,16773330,Priority Hills, ,2,DPW,0,42.010019,204,42.010003
3523,6805,3009361716617167012,30936360,Secondary,64,7,DPW,0,180.81175,,180.811759
3524,11764,1009102048316901012,10910317,Primary,13,4,DPW,0,206.549153,,206.549183
3525,3471,2001701818120299011,20170050,Secondary,49,12,DDOT,0,88.523804,,88.523788
3526,12022,5065322087721255012,56532158,Primary,46,10,DDOT,0,35.588768,,35.58875
3527,691,1003201568115682012,10320160,Priority Hills, ,3,DPW,0,183.624491,308,183.624512
3528,1827,1063761658015933012,16376420,Primary,7,2,DPW,0,160.671986,,160.672
3529,9004,1059600043914712012,15960030,Primary,25,5,DPW,0,74.158301,,74.158332
3530,7365,1067401727220999012,16740250,Priority Hills, ,4,DPW,0,124.388854,405,124.388842
3531,6960,3046731869519621012,34673146,Priority Hills, ,7,DPW,0,96.953849,706,96.953838
3532,1331,1010921522315224012,11092290,Primary,7,3,DPW,0,132.003732,,132.003676
3533,6149,1027491504316015012,12749360,Priority Hills,,1,DPW,0,145.320589,105,145.320589
3534,2123,2062461465518405012,26246120,Primary,48,11,DDOT,0,74.30404,,74.304025
3535,8824,2000602046420465012,20060113,Secondary,50,12,DDOT,0,63.220075,,63.220075
3536,4243,2024731478517283012,22473020,Primary,46,12,DDOT,0,71.111618,,71.111648
3537,627,2025352030221495012,22535125,Primary,54,12,DDOT,0,78.653504,,78.653521
3538,1425,1072861630316304011,17286200,Secondary,16,4,DPW,0,151.125963,,151.125971
3539,9854,1051350085020746012,15135550,Secondary,34,9,DPW,0,15.216972,,15.216965
3540,12337,1051351984216231012,15135565,Secondary,34,9,DPW,0,43.276814,,43.276788
3541,10581,2054661951218876012,25466515,Priority Hills, ,13,DDOT,0,154.612467,1302,154.612463
3542,3287,1075461767717678012,17546055,Primary,23,5,DPW,0,91.694261,,91.694248
3543,5116,1025351765517769012,12535220,NPS, ,6,NPS,0,113.687049,601,113.687054
3544,316,1072281484114842012,17228185,Secondary,29,9,DPW,0,65.26086,,65.260855
3545,4608,1000901854514720012,10090185,Primary,18,5,DPW,0,82.160041,,82.160041
3546,7139,1019631902019752012,11963030,Secondary,32,9,DPW,0,84.80827,,84.808269
3547,8276,3009361483418464012,30936380,Secondary,64,7,DPW,0,86.215094,,86.215086
3548,13110,1058561655819292012,15856150,Priority Hills, ,9,DPW,0,148.054839,908,148.054834
3549,3717,2085211921521495011,28521010,Narrow Road, ,12,DDOT,0,220.517505,1203,220.517518
3550,10893,1001402075319349012,10140760,Priority Hills, ,9,DPW,0,103.880185,902,103.880185
3551,3580,1003801990520416012,10380280,Narrow Road, ,3,DPW,0,148.941959,304,148.94196
3552,4236,1086121587219069012,18612300,Secondary,3,2,DPW,0,223.367471,,223.367489
3553,10435,2000801786520881012,20080060,Secondary,51,12,DDOT,0,174.833468,,174.833452
3554,3261,3062071766415332012,36207150,Secondary,65,7,DPW,0,27.56926,,27.569272
3555,6049,3089891929720608010,38989060,Secondary,55,12,DDOT,0,260.489241,,260.489206
3556,5108,1025931509522034011,12593160,Narrow Road, ,4,DPW,0,170.750839,405,170.750824
3557,2115,1002002138522024010,10200110,Primary,21,6,DPW,0,212.520108,,212.520084
3558,4495,5031911587718493012,53191535,Primary,62,14,DPW,0,92.307499,,92.307518
3559,11640,3001201936019061011,30120120,Secondary,55,12,DDOT,0,254.627858,,254.627858
3560,2835,3003301742417425012,30330270,Narrow Road, ,7,DPW,0,90.740001,703,90.740001
3561,8448,3030741820221274010,33074010,Priority Hills, ,12,DDOT,0,205.360425,1206,205.360425
3562,3676,3022552042622148012,32255075,Narrow Road, ,8,DPW,0,107.310917,805,107.310902
3563,3498,1036721646717789012,13672200,Primary,19,4,DPW,0,135.549419,,135.549462
3564,3013,1061361981520748012,16136010,Primary,30,10,DDOT,0,190.948953,,190.948951
3565,3775,2000601645018064010,20060030,Secondary,53,12,DDOT,0,51.14221,,51.142168
3566,81,1075461674617105012,17546030,Primary,23,4,DPW,0,102.338379,,102.338413
3567,7403,2081441722214535012,28144250,Primary,40,11,DDOT,0,185.989733,,185.989766
3568,2858,1000502032217449012,10050580,Secondary,30,9,DPW,0,127.731407,,127.731423
3569,3460,1003901778517786012,10390250,Secondary,8,3,DPW,0,122.489482,,122.489503
3570,6950,1060122023516709012,16012380,Secondary,5,1,DPW,0,136.050609,,136.050624
3571,4146,4033151696518257010,43315010,Priority Hills, ,8,DPW,0,337.462468,804,337.462468
3572,13635,1057851463719224012,15785350,NHS,M6,3,NHS,0,111.355579,307,111.355622
3573,40,2005202198815753012,20520095,Priority Hills, ,13,DDOT,0,108.193124,1303,108.193136
3574,6587,2085601489217632010,28560300,Narrow Road, ,11,DDOT,0,154.669343,1103,154.669335
3575,11261,2002401687416541012,20240175,Priority Hills, ,11,DDOT,0,80.630902,1104,80.630918
3576,4711,2025352047920783012,22535060,Primary,54,12,DDOT,0,197.733676,,197.73366
3577,13227,3075662067716843012,37566090,Secondary,61,14,DPW,0,93.848935,,93.848936
3578,1235,1076311713417742012,17631410,Primary,4,2,DPW,0,160.503095,,160.503122
3579,7355,3057851978515769012,35785050,Primary,55,12,DDOT,0,151.456063,,151.456083
3580,9610,1000902186119911012,10090140,Primary,18,5,DPW,0,119.060156,,119.060156
3581,238,2025351620122080012,22535100,Primary,54,12,DDOT,0,96.651976,,96.65199
3582,5082,3063181887415501011,36318310,Priority Hills, ,7,DPW,0,111.802582,701,111.802581
3583,3646,2044071790617907012,24407485,Priority Hills, ,13,DDOT,0,91.150355,1303,91.150371
3584,8863,1086901530620045012,18690180,Priority Hills, ,9,DPW,0,124.536655,901,124.536681
3585,3563,1020991784417845012,12099220,Primary,15,2,DPW,0,31.477483,,31.477467
3586,7568,2001201931017228012,20120390,Secondary,43,10,DDOT,0,122.800415,,122.80043
3587,9972,3028922213621408012,32892290,Narrow Road, ,7,DPW,0,149.049238,703,149.049241
3588,2865,1075331441817448012,17533360,Primary,11,3,DPW,0,139.606661,,139.606642
3589,10669,1003102022220488012,10310140,Secondary,12,3,DPW,0,94.750064,,94.750065
3590,5468,3000501497517099011,30050320,Narrow Road, ,8,DPW,0,131.100752,803,131.100722
3591,1720,1068381549614763012,16838290,Secondary,21,3,DPW,0,91.14851,,91.148501
3592,4945,3009361492613314012,30936270,Primary,64,7,DPW,0,160.02567,,160.025712
3593,10450,2036721450219359012,23672010,Primary,50,12,DDOT,0,54.049152,,54.049132
3594,3830,1059601573318106012,15960150,Primary,20,4,DPW,0,81.873461,,81.873491
3595,3277,2079952080416655012,27995447,Secondary,59,13,DDOT,0,45.604548,,45.604532
3596,5395,3011701900719008012,31170060,Secondary,69,8,DPW,0,335.64258,,335.642579
3597,12093,3009362060214080012,30936120,Primary,66,8,DPW,0,184.917144,,184.917124
3598,8893,1009100013020483012,10910315,Secondary,13,4,DPW,0,214.843872,,214.843872
3599,12178,3047771727021105011,34777070,Secondary,55,12,DDOT,0,104.910431,,104.910415
3600,2598,1001102124222054012,10110350,Secondary,17,4,DPW,0,197.413159,,197.413158
3601,11082,1020992120922150012,12099390,Secondary,8,3,DPW,0,149.450925,,149.45095
3602,7980,1001801793619810010,10180040,Primary,24,6,DPW,0,64.743974,,64.743972
3603,5527,1051021915617168012,15102160,Secondary,29,9,DPW,0,238.420035,,238.420034
3604,4275,1042441627416187012,14244080,Primary,27,5,DPW,0,88.216828,,88.216843
3605,8505,4058501472215046012,45850090,Primary,28,5,DPW,0,218.35496,,218.35497
3606,732,1064671458915199012,16467140,Primary,25,5,DPW,0,161.911594,,161.911568
3607,4429,2092621810421281012,29262163,Secondary,58,11,DDOT,0,106.955993,,106.956016
3608,12117,1001701902314704012,10170115,Secondary,16,6,DPW,0,99.430665,,99.430681
3609,9661,3082352072520726012,38235260,Secondary,65,7,DPW,0,127.264241,,127.264225
3610,3308,2031981768517686012,23198061,Secondary,60,13,DDOT,0,99.909473,,99.909468
3611,8595,3081511336121850012,38151000,Primary,68,8,DPW,0,246.62482,,246.62483
3612,2121,1001301511715118012,10130210,Secondary,17,4,DPW,0,118.570187,,118.570173
3613,7846,1063761751819404012,16376595,Secondary,1,1,DPW,0,66.271412,,66.271413
3614,8892,2060581697218558012,26058132,Primary,44,10,DDOT,0,39.159216,,39.159193
3615,2541,2019821581006458011,21982120,Secondary,54,12,DDOT,0,85.060023,,85.060023
3616,8180,2001401753818250012,20140380,Primary,42,10,DDOT,0,158.653443,,158.653459
3617,5569,1068381759216798012,16838260,Secondary,21,3,DPW,0,75.324257,,75.324234
3618,1260,1057851505315054012,15785326,Primary,12,3,DPW,0,64.670799,,64.670802
3619,12111,2001801634420438012,20180375,Secondary,42,10,DDOT,0,45.47875,,45.478765
3620,8521,1058561938618162012,15856165,Priority Hills, ,9,DPW,0,61.161429,908,61.161437
3621,12730,1001402088618714012,10140573,Secondary,37,9,DPW,0,38.988609,,38.988564
3622,11525,1070521902716700012,17052710,Primary,32,9,DPW,0,91.960251,,91.960254
3623,3593,1009100017522109012,10910260,Secondary,13,4,DPW,0,112.883526,,112.883514
3624,6181,3057851902219360012,35785110,Secondary,55,12,DDOT,0,109.760712,,109.760696
3625,1341,1053492138619322011,15349210,Primary,22,6,DPW,0,194.07414,,194.07411
3626,12080,1080081838517431012,18008310,Secondary,18,4,DPW,0,109.433033,,109.43301
3627,2719,1068381726817269012,16838065,Secondary,23,5,DPW,0,86.110499,,86.110515
3628,2094,2015341676116762012,21534430,Primary,57,14,DPW,0,71.758363,,71.758385
3629,4701,5031911859718598012,53191430,Primary,62,14,DPW,0,59.293912,,59.293935
3630,1297,1001901623314771011,10190085,Primary,24,6,DPW,0,125.891759,,125.891761
3631,9733,1002302011919664011,10230120,Primary,22,6,DPW,0,220.195,,220.194999
3632,6526,4057851833118019012,45785010,Primary,28,5,DPW,0,32.027776,,32.027812
3633,10516,2078192145821927012,27819460,Secondary,39,10,DDOT,0,116.016005,,116.016027
3634,4424,2001301824916104012,20130380,Secondary,42,10,DDOT,0,119.805281,,119.805281
3635,10143,1015472157121134012,11547370,Priority Hills, ,3,DPW,0,85.041261,305,85.041246
3636,8934,2063371317920497012,26337461,Priority Hills, ,13,DDOT,0,24.643691,1302,24.643703
3637,11748,2015992006821205012,21599120,Primary,52,11,DDOT,0,133.877663,,133.877668
3638,1130,3022102215621581012,32210065,Priority Hills, ,14,DPW,0,90.476995,1403,90.476978
3639,12375,1073252073617513012,17325310,Narrow Road, ,2,DPW,0,212.346646,202,212.346624
3640,3686,2015991672417935012,21599300,Primary,52,11,DDOT,0,133.328038,,133.328035
3641,658,1034381565115652011,13438180,Secondary,24,6,DPW,0,152.943996,,152.94396
3642,3786,2001401807118072012,20140340,Primary,42,10,DDOT,0,109.708104,,109.708122
3643,10981,3005002005215788012,30500040,Priority Hills, ,14,DPW,0,75.952797,1402,75.952791
3644,56,1001801854820470010,10180100,Primary,24,6,DPW,0,135.38543,,135.385447
3645,9599,2050892071119279012,25089050,Secondary,51,12,DDOT,0,92.420662,,92.42068
3646,9789,1051222020018321012,15122380,Priority Hills, ,1,DPW,0,221.051691,104,221.051674
3647,4038,1075461470520672012,17546170,Primary,23,6,DPW,0,248.423503,,248.423531
3648,6457,1003102048818837012,10310150,Secondary,12,3,DPW,0,139.081169,,139.081162
3649,12239,1086971346721288012,18697395,Secondary,8,3,DPW,0,113.488585,,113.488611
3650,11992,4038611455218094012,43861060,Secondary,28,5,DPW,0,90.290424,,90.29044
3651,8077,1066562032621134010,16656220,Priority Hills, ,3,DPW,0,181.714501,305,181.714464
3652,11332,1031331823819693012,13133010,Secondary,27,5,DPW,0,129.654945,,129.65492
3653,3174,3062071761917620012,36207137,Secondary,65,7,DPW,0,15.922726,,15.922726
3654,7340,2061161528817316012,26116390,Secondary,56,14,DPW,0,23.880421,,23.880434
3655,7540,2064220071117895012,26422560,Primary,35,10,DDOT,0,30.107858,,30.107853
3656,10098,2042441959614521012,24244110,Primary,51,12,DDOT,0,111.500164,,111.500164
3657,8239,1070851502317629010,17085020,Priority Hills, ,9,DPW,0,45.294437,901,45.294433
3658,6371,2026912044721762012,22691140,Priority Hills, ,12,DDOT,0,81.060209,1202,81.060209
3659,7712,2059471660418669012,25947170,Secondary,48,11,DDOT,0,95.254071,,95.254078
3660,4398,1031331457418238012,13133005,Secondary,27,5,DPW,0,63.570368,,63.570375
3661,8899,1092691670817114012,19269530,Primary,4,1,DPW,0,100.835246,,100.835247
3662,5878,1061361474817129012,16136037,Primary,30,9,DPW,0,195.587096,,195.58711
3663,3336,1057981771415331012,15798510,Priority Hills,,3,DPW,0,214.169988,302,214.17
3664,378,3010531490214903011,31053121,Narrow Road, ,7,DPW,0,103.642904,701,103.642904
3665,9850,2075461972816989012,27546252,Primary,41,11,DDOT,0,52.48359,,52.483593
3666,8209,3061161556216195012,36116290,Secondary,56,7,DDOT,0,85.17939,,85.179414
3667,9720,1064671722515181012,16467110,Primary,25,5,DPW,0,98.693335,,98.693386
3668,3522,5031911780817809012,53191130,Secondary,54,12,DDOT,0,244.217888,,244.217878
3669,11543,1036721778915367012,13672203,Primary,19,4,DPW,0,52.51857,,52.518534
3670,6614,2060252131119183012,26025510,Priority Hills, ,13,DDOT,0,105.084126,1302,105.084103
3671,750,2066752021721223012,26675080,Priority Hills, ,10,DDOT,0,217.348517,1002,217.348528
3672,1922,1036721525915260012,13672050,Primary,19,4,DPW,0,50.613569,,50.613569
3673,5703,2015341914618598012,21534460,Primary,57,14,DPW,0,35.308435,,35.308461
3674,8270,4060431937319367012,46043000,NPS, ,,NPS,0,115.328787,,115.328764
3675,10198,1051352074617034012,15135555,Secondary,34,10,DDOT,0,123.524593,,123.524647
3676,947,1031981589815899012,13198703,Secondary,32,9,DPW,0,22.068627,,22.068653
3677,3724,1047841804718048010,14784340,Narrow Road, ,2,DPW,0,130.592574,204,130.592574
3678,8677,2044072038217906012,24407480,Priority Hills, ,13,DDOT,0,90.270272,1303,90.270256
3679,5579,3059452141014126012,35945260,Primary,67,7,DPW,0,131.736438,,131.736443
3680,7927,3024831766820150012,32483040,Priority Hills, ,8,DPW,0,145.923035,805,145.923016
3681,6114,3082871837321418012,38287010,Secondary,67,8,DPW,0,81.708571,,81.708583
